Fournisseur;Actif;id;CB;UPC;Produit;Réference;Categorie;Prix Achat;Prix Vente;Unité de Vente;Quantité à la vente;
"NaturDis_M";"Non";"980";"";"";"Kiwi Gold BIO Italie (par 500g)";"FD-MV-KMN-NO-P";"Autres fruits";"1.34";"1.70";"Kg";"0";
"NaturDis_M";"Non";"995";"";"";"Endives (500g)";"LS-MN-KMN-NO-P";"Salades";"2.37";"2.95";"1 kg";"0";
"NaturDis_M";"Non";"996";"";"";"Ail violet (à l'hectogramme)";"LB-MN-KDO-NO-P";"Accueil";"0.56";"0.70";"kg";"52";
"NaturDis_M";"Non";"997";"";"";"Champignons de Paris à l'hectogramme (100g)";"LX-MN-KDO-NO-P";"Autres légumes";"0.38";"0.50";"kg";"490";
"NaturDis_M";"Non";"998";"";"";"Oranges Rouges Moro BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.40";"2.00";"Kg";"18";
"NaturDis_M";"Non";"1001";"";"";"Chou Fleur Bio de Grasse vendu à la pièce (prix au kg)";"LC-MV-KUN-NO";"Choux et navets";"1.73";"4.00";"kg";"0";
"NaturDis_M";"Non";"1022";"";"";"Blettes petite de Grasse BIO Naturdis (à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"1.71";"2.30";"botte";"935";
"NaturDis_M";"Non";"1023";"";"";"Radis roses BIO la botte";"LR-MN-UUN-NN";"Légumes frais";"1.29";"1.60";"la botte";"903";
"NaturDis_M";"Non";"1024";"";"";"Pomelos de Corse BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"3.00";"3.70";"Kg";"2";
"NaturDis_M";"Non";"1030";"";"";"Endives rouges du Nord (500g)";"LS-MN-KMN-NO-P";"Salades";"1.65";"2.10";"1 kg";"4";
"NaturDis_M";"Non";"1031";"";"";"Blettes BIO multicolore de Grasse à la botte";"LS-MN-LUN-NN-P";"Légumes frais";"1.70";"2.20";"";"0";
"NaturDis_M";"Non";"1044";"";"";"Panais BIO de chez Naturdis (au 100g)";"LR-MO-KDN-NO";"Autres légumes";"0.31";"0.40";"KG";"901";
"NaturDis_M";"Non";"1045";"";"";"Topinambour BIO Naturdis (par 500g)";"LR-MN-KMN-NO-P";"Accueil";"1.40";"1.75";"Kg";"0";
"NaturDis_M";"Non";"1046";"";"";"Courge Butternut Espagne BIO pièce au kg";"LG-MV-KUN-NO";"Légumes frais";"1.60";"2.00";"kg";"980";
"NaturDis_M";"Non";"1048";"";"";"Courge muscade, BIO (au Kg)";"LF-MV-KUN-NO";"Courges";"2.08";"2.60";"kg";"986";
"NaturDis_M";"Non";"1061";"";"";"Pommes Crippspink en conversion de chez Naturdis au KG";"FP-MO-KUN-NO";"Fruits frais";"2.27";"2.80";"KG";"978";
"NaturDis_M";"Non";"1072";"";"";"Asperges blanches en botte (par 500 g)";"LM-MN-UUN-NN";"Accueil";"5.15";"6.90";"botte";"0";
"NaturDis_M";"Non";"1074";"";"";"Courgettes Grosses(au kg)";"LG-MN-KUN-NO";"Accueil";"1.05";"1.50";"kg";"1";
"NaturDis_M";"Non";"1076";"";"";"Navet fane BIO (prix à la botte)";"LR-MO-UUN-NN-P";"Choux et navets";"1.75";"2.20";"botte";"99";
"NaturDis_M";"Non";"1114";"";"";"Fraises rondes Conversion de France  (barquette de 250 g)";"FD-MN-UUN-NN-P";"Fruits frais";"2.84";"3.50";"Kg";"1";
"NaturDis_M";"Non";"1159";"";"";"Pommes Dalinette";"FP-MO-KUN-NO";"Fruits frais";"2.10";"2.60";"kg";"0";
"NaturDis_M";"Non";"1164";"";"";"Ail violet frais (à l'hectogramme)";"LB-MN-KDO-NO-P";"Accueil";"0.66";"0.85";"kg";"944";
"NaturDis_M";"Non";"1165";"";"";"Oranges BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.26";"2.80";"Kg";"0";
"NaturDis_M";"Non";"1183";"";"";"Avocat (au 500g)";"FD-RN-KMN-NO";"Autres légumes";"4.68";"5.85";"Kg";"0";
"NaturDis_M";"Non";"1192";"";"";"Fraises Rondes du Piémont BIO  (barquette de 250 g)";"FD-MN-UUN-NN-P";"Fruits frais";"0.53";"0.80";"Kg";"910";
"NaturDis_M";"Non";"1219";"";"";"Betteraves Grasse BIO (à la botte)";"LR-MN-LUN-NN-P";"Autres légumes";"2.00";"2.50";"Botte";"85";
"NaturDis_M";"Non";"1220";"";"";"Abricots Bio pour confiture  (au 500g)";"FP-MO-KMN-NO-P";"Pêches, Nectarines et Abricots";"0.68";"0.85";"kg";"18";
"NaturDis_M";"Non";"1225";"";"";"Melon charentais BIO provenance Gard  (à la pièce payé au Kg)";"FD-MN-KUN-NO";"Fruits frais";"1.99";"2.50";"kg";"92";
"NaturDis_M";"Non";"1226";"";"";"Abricots Italie Bio  (au 500g)";"FP-MO-KMN-NO-P";"Fruits frais";"1.49";"1.90";"Kg";"71";
"NaturDis_M";"Non";"1227";"";"";"Fraises Mara des Bois  ( Barquette de 250g)";"FD-MN-UUN-NN-P";"Fruits frais";"4.62";"5.75";"Kg";"0";
"NaturDis_M";"Non";"1254";"";"";"Oignons rouges BIO (au 500g)";"LB-MO-KMN-NO";"Oignons, Ail";"1.24";"1.55";"Kg";"939";
"NaturDis_M";"Non";"1257";"";"";"Citrons BIO Espagne (au 500g)";"FA-MN-KMN-NO-P";"Agrumes";"1.90";"2.35";"Kg";"0";
"NaturDis_M";"Non";"1258";"";"";"Groseilles  ( Barquette de 125g)";"FD-MN-UUN-NN-P";"Fruits frais";"1.50";"2.00";"Kg";"90";
"NaturDis_M";"Non";"1259";"";"";"Nectarines Jaunes BIO (au kg)";"FN-MN-KUN-NO-P";"Fruits frais";"6.06";"7.60";"Kg";"999";
"NaturDis_M";"Non";"1260";"";"";"Nectarines Blanches France en conversion  (au kg)";"FN-MN-KUN-NO-P";"Fruits frais";"4.14";"5.20";"Kg";"984";
"NaturDis_M";"Non";"1261";"";"";"Prunes Reine Claude Dorées BIO au Kg";"FD-MN-KUN-NO-P";"Fruits frais";"3.51";"4.70";"Kg";"3";
"NaturDis_M";"Non";"1266";"";"";"Myrtilles BIO d'Italie ( Barquette de 125 g)";"FD-MN-UUN-NN-P";"Fruits frais";"1.96";"2.45";"Kg";"0";
"NaturDis_M";"Non";"1272";"";"";"Tomates Cœur de Bœuf Naturdis BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"3.00";"3.75";"";"917";
"NaturDis_M";"Non";"1275";"8050043410047";"";"Framboises Bio en barquette de 150g (Italie)";"FD-MN-UUN-NN-P";"Fruits frais";"2.95";"3.70";"Kg";"945";
"NaturDis_M";"Non";"1277";"";"";"Pastèque petite BIO (pièce vendue au kg)";"FD-MN-UUN-NO";"Fruits frais";"1.52";"1.90";"kg";"0";
"NaturDis_M";"Non";"1278";"";"";"Tomates rondes BIO de Grasse au kg";"LT-MV-KUN-NO";"Légumes frais";"1.57";"2.00";"Kg";"20";
"NaturDis_M";"Non";"1279";"";"";"Courgette Longues Bio de Grasse (kg)";"LG-MN-KUN-NO";"Légumes frais";"1.60";"2.00";"";"0";
"NaturDis_M";"Non";"1280";"";"";"Tomates rondes BIO du Piémont au kg";"LT-MV-KUN-NO";"Accueil";"2.83";"3.55";"Kg";"0";
"NaturDis_M";"Non";"1296";"";"";"Prunes jaunes  Naturdis au Kg";"FD-MN-KUN-NO-P";"Accueil";"2.46";"3.30";"Kg";"88";
"NaturDis_M";"Non";"1312";"";"";"Courgette Longues Bio du Piémont (kg)";"LG-MN-KUN-NO";"Légumes frais";"2.00";"2.50";"";"0";
"NaturDis_M";"Non";"1338";"";"";"Chou rave BIO de Grasse vendu à la pièce";"LC-MV-UUN-NN-P";"Choux et navets";"1.52";"1.90";"pièce";"934";
"NaturDis_M";"Non";"1350";"";"";"Chou Fleur Bio de France vendu à la pièce";"LC-MV-UUN-NN-P";"Choux et navets";"1.84";"2.45";"pièce";"1";
"NaturDis_M";"Non";"1355";"";"";"Aubergines longues Grasse BIO au Kg";"LF-MN-KUN-NO-P";"Légumes frais";"3.99";"5.00";"kg";"0";
"NaturDis_M";"Non";"1369";"";"";"Poires Guyot BIO France (au Kg)";"FP-MN-KUN-NO";"Pommes et poires";"1.98";"2.50";"kg";"6";
"NaturDis_M";"Non";"1386";"";"";"Poire Guyot Rosaline Bio France";"FP-RN-KUN-NO";"Pommes et poires";"2.24";"3.00";"kg";"2";
"NaturDis_M";"Non";"1393";"";"";"Poires Abate au kg";"FP-MN-KUN-NO";"Pommes et poires";"2.65";"3.50";"kg";"1";
"NaturDis_M";"Non";"1419";"";"";"Chou Brocoli Bio Italie par 500g";"LC-MV-KMN-NO";"Choux et navets";"1.20";"1.45";"kg";"1";
"NaturDis_M";"Non";"1420";"";"";"Chou Romanesco Bio France ( vendu à la pièce)";"LC-MV-UUN-NN-P";"Accueil";"2.50";"3.10";"piece";"982";
"NaturDis_M";"Non";"1428";"";"";"Salade Laitue BIO";"LS-MN-UUN-NN";"Légumes frais";"1.23";"1.65";"pièce";"0";
"NaturDis_M";"Non";"1429";"";"";"Chou rouge BIO de Grasse  à la pièce vendue au kg";"LC-MV-UUN-NO";"Choux et navets";"1.99";"2.50";"kg";"989";
"NaturDis_M";"Non";"1452";"";"";"Carottes fanes (à la botte) ";"LR-MN-UUN-NN";"Autres légumes";"1.52";"1.90";"la botte";"0";
"NaturDis_M";"Non";"1460";"";"";"Clémentines de Corse Bio au Kg";"FA-MV-KUN-NO";"Agrumes";"4.28";"5.35";"";"976";
"NaturDis_M";"Non";"1487";"";"";"Citrons Italie BIO (au 500g)";"FA-MN-KMN-NO-P";"Agrumes";"1.18";"1.50";"500 gr";"851";
"NaturDis_M";"Non";"1510";"";"";"Navets Jaunes Boule d'Or BIO FRANCE (au 500g)";"LR-MO-KMN-NO";"Accueil";"1.27";"1.60";"kg";"985";
"NaturDis_M";"Non";"1525";"";"";"Potimarron Vert BIO France chair Orange Naturdis";"LF-MV-KUN-NO";"Courges";"1.80";"2.25";"kg";"4";
"NaturDis_M";"Non";"1527";"";"";"Clémentines d'Italie BIO (au Kg)";"FA-MN-KUN-NO";"Accueil";"10.00";"10.00";"kg";"0";
"NaturDis_M";"Non";"1539";"";"";"Artichaut violet Italie Bio  au 500g";"LE-MN-KMN-NO-P";"Autres légumes";"1.45";"1.80";"Kg";"30";
"NaturDis_M";"Non";"1548";"";"";"Pommes Pink Lady Naturdis (au Kg)";"FP-MO-KUN-NO";"Pommes et poires";"2.36";"2.95";"Kg";"0";
"NaturDis_M";"Non";"1588";"";"";"Blettes multicolore France BIO NATURDIS au kg";"LS-MN-KUN-NO";"Légumes frais";"3.00";"3.80";"KG";"990";
"NaturDis_M";"Non";"1629";"";"";"choux rouge de hollande vendu à la pièce, prix au kg";"LC-MV-UUN-NO";"Légumes frais";"2.45";"3.05";"kilo";"1";
"NaturDis_M";"Non";"1653";"";"";"Poireaux nouveaux Grasse BIO (au 500g)";"LB-MV-KMN-NO-P";"Accueil";"2.50";"3.10";"500g";"199";
"NaturDis_M";"Non";"1659";"";"";"carottes fanes bio d'talie (àla botte)";"LR-MN-UUN-NN";"Autres légumes";"1.60";"2.10";"botte";"3";
"NaturDis_M";"Non";"1660";"";"";"Tomates cerises grappe Italie BIO (au 500g)";"LT-MV-KMN-NO-P";"Tomates";"1.17";"1.60";"Kg";"968";
"NaturDis_M";"Non";"1704";"";"";"Asperges Verte botte 500g Italie";"LM-MN-UUN-NN";"Légumes frais";"4.06";"5.40";"botte";"0";
"NaturDis_M";"Non";"1705";"";"";"Asperges violettes vertes France BIO (par 500 g)";"LM-MN-KMN-NO-P";"Accueil";"5.81";"7.75";"kg";"1000";
"NaturDis_M";"Non";"1725";"";"";"Aubergines longues France BIO au Kg";"LF-MN-KUN-NO-P";"Légumes frais";"3.99";"5.00";"kg";"0";
"NaturDis_M";"Non";"1735";"";"";"Abricots Bio français au 500g";"FP-MO-KMN-NO";"Pêches, Nectarines et Abricots";"2.05";"2.75";"500g";"975";
"NaturDis_M";"Non";"1744";"";"";"Carottes des sables bio de France";"LR-MO-KUN-NO";"Légumes frais";"1.90";"2.50";"kg";"5";
"NaturDis_M";"Non";"1745";"";"";"Pommes de terre Taisiya bio France (au kg)";"LP-RO-KUN-NO";"Pommes de terre";"1.62";"2.00";"kg";"0";
"NaturDis_M";"Non";"1752";"";"";"Prunes Golden Vaucluse conversion au kg";"FD-MN-KUN-NO-P";"Fruits frais";"3.32";"4.15";"Kg";"42";
"NaturDis_M";"Non";"1755";"";"";"Tomates cerises Grasse Bio (en barquette de 250g)";"LT-MN-UUN-NO";"Légumes frais";"1.17";"1.55";"kg";"988";
"NaturDis_M";"Non";"1765";"";"";"concombres lisses à la piéce";"LC-MV-UUN-NN-P";"Légumes frais";"0.91";"1.10";"pièce";"961";
"NaturDis_M";"Non";"1775";"";"";"oignons jaunes bio Italie (au 500g)";"LB-MO-KMN-NO";"Légumes frais";"0.97";"1.20";"kg";"998";
"NaturDis_M";"Non";"1783";"";"";"Raisin noir Bio du Piémont au 500g";"FR-MN-KMN-NO";"Accueil";"1.39";"1.75";"500 g";"996";
"NaturDis_M";"Non";"1784";"";"";"Raisin blanc Vittoria du Piémont BIO Naturdis au 500g";"FR-MN-KMN-NO";"Accueil";"1.39";"1.75";"kg";"12";
"NaturDis_M";"Non";"1785";"";"";"Tomates grappes Conversion France (au kg)";"LT-MN-KUN-NO";"Légumes frais";"1.99";"2.50";"Kg";"4";
"NaturDis_M";"Non";"1791";"";"";"Oignons Simiane BIO (au 500g)";"LB-MO-KMN-NO";"Oignons, Ail";"1.00";"1.25";"Kg";"68";
"NaturDis_M";"Non";"1799";"";"";"Tomates rondes grappes France BIO (au kg)";"LT-MN-KUN-NO";"Légumes frais";"2.47";"3.30";"Kg";"989";
"NaturDis_M";"Non";"1801";"";"";"Courgette Longues Bio du var (kg)";"LG-MN-KUN-NO";"Légumes frais";"1.30";"1.70";"kg";"47";
"NaturDis_M";"Non";"1806";"";"";"Raisin noir muscat France bio 500  gr";"FR-MN-KMN-NO";"Accueil";"1.66";"2.60";"Kg";"13";
"NaturDis_M";"Non";"1810";"";"";"concombres lisses d'Espagne à la piéce";"LC-MV-UUN-NN-P";"Légumes frais";"0.94";"1.10";"pièce";"3";
"NaturDis_M";"Non";"1811";"";"";"Poivrons verts BIO d'Espagne (par 500g)";"LF-MN-KMN-NO-P";"Légumes frais";"1.53";"2.05";"Kg";"0";
"NaturDis_M";"Non";"1818";"";"";"Pommes Elstar bio France de chez Naturdis au KG";"FP-MN-KUN-NO";"Fruits frais";"2.18";"2.70";"KG";"987";
"Olearia Riviera di Ponente";"Oui";"145";"8008447004256";"";"Huile d'olive BIO au litre";"SH-RO-UUN-NN-P";"Accueil";"10.40";"12.50";"litre";"69";
"Olearia Riviera di Ponente";"Oui";"146";"8008447003297";"";"Huile d'olive taggiasca au litre";"SH-RO-UUN-NN-P";"Accueil";"12.70";"15.50";"litre";"50";
"Olearia Riviera di Ponente";"Oui";"147";"8008447001071";"";"Huile d'olive douce au litre";"SH-RO-UUN-NN-P";"Accueil";"8.30";"10.80";"litre";"27";
"Olearia Riviera di Ponente";"Oui";"179";"8008447001248";"800844700124";"Pâte d'olive noire (en pot de 185g)";"SS-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"2.10";"3.00";"";"9";
"ORSO Jean-Charles";"Oui";"262";"";"";"Salade Batavia verte Mandelieu BIO";"LS-MN-UUN-NN-P";"Légumes frais";"0.63";"1.00";"pièce";"525";
"ORSO Jean-Charles";"Oui";"263";"";"";"Salade Petite Rougette Mandelieu BIO";"LS-MN-UUN-NN-P";"Salades";"0.60";"1.00";"piece";"585";
"ORSO Jean-Charles";"Oui";"1147";"";"";"Fleurs de courgette Mandelieu BIO (barquette de 10-12 fleurs)";"LG-MN-UUN-NN-P";"Légumes frais";"2.10";"2.80";"barquette";"839";
"ORSO Jean-Charles";"Non";"12";"";"";"Salade Feuille de chêne blonde Mandelieu BIO";"LS-MN-UUN-NN-P";"Salades";"0.63";"1.00";"";"0";
"ORSO Jean-Charles";"Non";"18";"";"";"Potimarron BIO au Kg (vendue à la pièce)";"LF-MV-KUN-NO-P";"Courges";"2.10";"2.60";"kg";"57";
"ORSO Jean-Charles";"Non";"27";"";"";"Cébettes BIO à la botte";"LB-MN-LUN-NN-P";"Autres légumes";"0.95";"1.30";"Kg";"857";
"ORSO Jean-Charles";"Non";"98";"";"";"Navet blanc fanne 500 g";"LR-MO-KMN-NO";"Autres légumes";"1.50";"1.90";"botte";"459";
"ORSO Jean-Charles";"Non";"116";"";"";"Oignons blancs (par 500g)";"LB-MV-KMN-NO-P";"Accueil";"1.15";"1.50";"Kg";"805";
"ORSO Jean-Charles";"Non";"117";"";"";"Oignons rouges (par 500g )";"LB-MV-KMN-NO-P";"Accueil";"1.20";"1.60";"Kg";"1000";
"ORSO Jean-Charles";"Non";"141";"";"";"Fèves Mandelieu BIO (au 100 g)";"LG-MN-KDN-NO-P";"Légumes frais";"0.42";"0.53";"kg";"8";
"ORSO Jean-Charles";"Non";"143";"";"";"Feuilles de chêne rouge BIO ";"LS-MN-UUN-NN-P";"Salades";"0.60";"0.80";"Pièce";"884";
"ORSO Jean-Charles";"Non";"155";"";"";"Concombre noa Bio ( par 500g)";"LF-MN-KMN-NO";"Accueil";"1.05";"1.40";"kg";"844";
"ORSO Jean-Charles";"Non";"163";"";"";"Aubergines BIO de Jean-Charles Orso";"LF-MN-KUN-NO-P";"Légumes frais";"2.11";"2.80";"Kg";"871";
"ORSO Jean-Charles";"Non";"176";"";"";"Tomates cocktail BIO  (par 500g)";"LT-MV-KMN-NO-P";"Légumes frais";"1.33";"1.60";"Kg";"87";
"ORSO Jean-Charles";"Non";"177";"";"";"Tomates jaunes BIO (au Kg)";"LT-MV-KUN-NO-P";"Tomates";"2.50";"3.40";"kg";"970";
"ORSO Jean-Charles";"Non";"186";"";"";"Poivrons verts dits salade BIO ( au 100gr)";"LF-MN-KDN-NO-P";"Légumes frais";"0.27";"0.33";"Kg";"742";
"ORSO Jean-Charles";"Non";"201";"";"";"Tomates bien mûres pour coulis (plateau 9-10 Kg)";"LT-MV-UUN-NN-P";"Légumes frais";"6.50";"6.50";"Kg";"81";
"ORSO Jean-Charles";"Non";"220";"";"";"Aubergines blanches (au kg)";"LF-MN-KUN-NO-P";"Légumes frais";"9.10";"4.00";"Kg";"85";
"ORSO Jean-Charles";"Non";"250";"";"";"Navet BIO (prix au kg)";"LR-MO-KUN-NO";"Accueil";"1.50";"1.90";"kg";"4";
"ORSO Jean-Charles";"Non";"267";"";"";"Fenouil Bio au kg";"LR-MN-KUN-NO";"Autres légumes";"2.00";"2.50";"Kg";"1";
"ORSO Jean-Charles";"Non";"268";"";"";"Pied de Blettes à côtes BIO (à l'unité)";"LS-MN-UUN-NN-P";"Légumes frais";"1.06";"1.30";"pied";"0";
"ORSO Jean-Charles";"Non";"284";"";"";"Pousses d'épinard BIO de JC Orso à l'hectogramme (100g)";"LS-MN-KDO-NO";"Salades";"0.30";"0.40";"kg";"504";
"ORSO Jean-Charles";"Non";"299";"";"";"Cresson alenois BIO (au 100g)";"LS-MN-KDO-NO";"Herbes et Aromates";"15.10";"4.00";"Kg";"85";
"ORSO Jean-Charles";"Non";"305";"";"";"Salade Laitue BIO";"LS-MN-UUN-NN-P";"Légumes frais";"0.50";"1.00";"pièce";"0";
"ORSO Jean-Charles";"Non";"387";"";"";"Fleurs de courgettes mâles BIO (la barquette)";"LF-MN-UUN-NN-S";"Légumes frais";"2.00";"2.50";"barquette";"912";
"ORSO Jean-Charles";"Non";"406";"";"";"Petit Artichaut violet Mandelieu BIO (à la pièce)";"LE-MN-UUN-NN-P";"Autres légumes";"0.65";"0.85";"unité";"619";
"ORSO Jean-Charles";"Non";"411";"";"";"Févettes Primeur ( prix au 100 g) minimum Cde 200g";"LG-MN-KDN-NO-P";"Légumes frais";"0.42";"0.53";"kg";"3";
"ORSO Jean-Charles";"Non";"433";"";"";"Courgettes fleurs BIO ( au 500 g)";"LG-MN-KMN-NO-P";"Légumes frais";"1.50";"2.00";"kg";"0";
"ORSO Jean-Charles";"Non";"488";"";"";"Tomates BIO  aumônières cotelées (au Kg)";"LT-MV-KUN-NO-P";"Légumes frais";"2.50";"3.40";"Kg";"907";
"ORSO Jean-Charles";"Non";"500";"";"";"Tomates roses de BERNE ( au Kg)";"LT-MV-KUN-NO-P";"Légumes frais";"2.50";"3.40";"Kg";"951";
"ORSO Jean-Charles";"Non";"505";"";"";"Brugnons  BIO ( au kg)";"FN-MN-KUN-NO-P";"Fruits frais";"3.00";"3.75";"Kg";"919";
"ORSO Jean-Charles";"Non";"515";"";"";"Pêches Jaunes BIO ( au Kg)";"FN-MN-KUN-NO-P";"Fruits frais";"2.64";"3.30";"Kg";"935";
"ORSO Jean-Charles";"Non";"516";"";"";"Pêches blanches  BIO (au Kg)";"FN-MN-KUN-NO-P";"Fruits frais";"3.69";"4.60";"Kg";"870";
"ORSO Jean-Charles";"Non";"540";"";"";"Tomates mûres pour coulis cagette 7-8 kg";"LT-MV-UUN-NN-P";"Légumes frais";"5.00";"6.50";"Kg";"986";
"ORSO Jean-Charles";"Non";"548";"";"";"Tomates BIO  Cornues des Andes au kg";"LT-MV-KUN-NO-P";"Légumes frais";"2.50";"3.40";"Kg";"983";
"ORSO Jean-Charles";"Non";"558";"";"";"Courgettes blanches BIO  (au 500 g)";"LG-MN-KMN-NO-P";"Légumes frais";"1.00";"1.30";"kg";"927";
"ORSO Jean-Charles";"Non";"585";"";"";"Salade Roquette par 100 g";"LS-MN-KDO-NO";"Salades";"0.53";"0.70";"kg";"863";
"ORSO Jean-Charles";"Non";"760";"";"";"Tomates Marmande BIO (au kg)";"LT-MV-KUN-NO-P";"Légumes frais";"5.00";"6.00";"Kg";"999";
"ORSO Jean-Charles";"Non";"1080";"";"";"Petites Courgettes BIO ( au 500 g)";"LG-MN-KMN-NO-P";"Légumes frais";"1.00";"1.30";"kg";"7";
"ORSO Jean-Charles";"Non";"1228";"";"";"Tomates Bio mélange Cœur de  Boeuf , Marmande au Kg";"LT-MV-KUN-NO";"Légumes frais";"3.16";"4.20";"Kg";"852";
"ORSO Jean-Charles";"Non";"1238";"";"";"Poivrons verts BIO par kg";"LT-MV-KUN-NO-P";"Légumes frais";"3.00";"4.00";"Kg";"986";
"ORSO Jean-Charles";"Non";"1242";"";"";"Tomates grappes BIO (au kg)";"LT-MN-KUN-NO-P";"Tomates";"2.64";"3.30";"Kg";"982";
"ORSO Jean-Charles";"Non";"1274";"";"";"Courge de Nice  (violon) entière BIO au kg (vente par morceaux d'environ 1kg)";"LG-MN-KUN-NO";"Légumes frais";"1.60";"2.00";"kg";"991";
"ORSO Jean-Charles";"Non";"1297";"";"";"Salade Feuille de Chêne verte BIO";"LS-MN-UUN-NN-P";"Légumes frais";"0.74";"1.00";"pièce";"0";
"ORSO Jean-Charles";"Non";"1300";"";"";"Salade Feuille de Chêne rouge BIO mandelieu";"LS-MN-UUN-NN";"Légumes frais";"0.74";"1.00";"pièce";"859";
"ORSO Jean-Charles";"Non";"1356";"";"";"Salade Batavia Rouge BIO";"LS-MN-UUN-NN-P";"Salades";"0.74";"1.00";"piece";"955";
"ORSO Jean-Charles";"Non";"1392";"";"";"salade batavia blonde";"LS-MN-UUN-NN-P";"Salades";"0.63";"1.00";"pièce";"0";
"ORSO Jean-Charles";"Non";"1658";"";"";"Courgettes claires mi longues Mandelieu BIO (au 500g)";"LG-MN-KMN-NO-P";"Courgettes et Aubergines";"1.16";"1.55";"500g";"700";
"ORSO Manuel";"Non";"19";"";"";"Blettes  de chez Manu (à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"1.00";"1.25";"botte";"689";
"ORSO Manuel";"Non";"76";"";"";"Blettes fines  BIO (à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"1.10";"1.50";"botte";"901";
"ORSO Manuel";"Non";"79";"";"";"Citron BIO (à l'hectogramme)";"FA-MV-KDN-NO-P";"Agrumes";"0.24";"0.32";"kg";"0";
"ORSO Manuel";"Non";"80";"";"";"Poires comice au Kg";"FP-MN-KUN-NO";"Pommes et poires";"1.80";"2.60";"";"53";
"ORSO Manuel";"Non";"81";"";"";"Poires Louise bonne au Kg";"FP-MN-KUN-NO";"Pommes et poires";"1.80";"2.60";"";"81";
"ORSO Manuel";"Non";"82";"";"";"Clémentines Bio au Kg";"FA-MV-KUN-NO";"Agrumes";"3.90";"4.50";"";"-1";
"ORSO Manuel";"Non";"83";"";"";"Poireaux Bio au 500g";"LB-MV-KMN-NO-P";"Autres légumes";"1.10";"1.50";"kg";"462";
"ORSO Manuel";"Non";"137";"";"";"Fraises Cléry (en barquette de 250 g)";"FD-MN-UUN-NN-S";"Fruits frais";"2.50";"3.10";"barquette de 250gr";"835";
"ORSO Manuel";"Non";"142";"";"";"Asperges violettes (par 500 g)";"LM-MN-KMN-NO-P";"Accueil";"5.00";"6.25";"kg";"0";
"ORSO Manuel";"Non";"156";"";"";"Cerises non traitées (par 500 g)";"FD-MN-KMN-NO-P";"Accueil";"2.75";"3.60";"kg";"895";
"ORSO Manuel";"Non";"166";"";"";"Nectarines BIO (au kg)";"FN-MN-KUN-NO-P";"Fruits frais";"2.11";"3.00";"Kg";"974";
"ORSO Manuel";"Non";"171";"";"";"Tomates Apéro non traitées (par 500g)";"LT-MV-KMN-NO-P";"Légumes frais";"2.10";"4.00";"Kg";"103";
"ORSO Manuel";"Non";"181";"";"";"Pêches jaunes non traitées ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"Fruits frais";"6.33";"7.90";"Kg";"0";
"ORSO Manuel";"Non";"182";"";"";"Pêches jaunes Mandelieu non traitées  kg";"FN-MN-KUN-NO-P";"Fruits frais";"3.60";"4.50";"Kg";"26";
"ORSO Manuel";"Non";"183";"";"";"Pêches blanches non traitées (en cagette de 2 kg)";"FN-MN-UUN-NN-P";"Fruits frais";"6.33";"7.90";"Kg";"0";
"ORSO Manuel";"Non";"187";"";"";"Prunes TC Sun non traitées au Kg";"FD-MN-KUN-NO-P";"Fruits frais";"3.00";"3.80";"Kg";"38";
"ORSO Manuel";"Non";"197";"";"";"Prunes jaunes Golden Japan au Kg";"FD-MN-KUN-NO-P";"Accueil";"2.00";"2.50";"Kg";"41";
"ORSO Manuel";"Non";"203";"";"";"Pêches et nectarines mixtes non traitées  ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"Fruits frais";"4.10";"7.00";"Kg";"73";
"ORSO Manuel";"Non";"207";"";"";"Raisin blanc type Vidal Vaucluse non traité et sans pépin (cagette de 750 g)";"FR-MN-UUN-NN-P";"Accueil";"4.50";"5.50";"barquette";"-25";
"ORSO Manuel";"Non";"208";"";"";"Raisin noir du Vaucluse non traité (cagette de 750 g)";"FR-MN-UUN-NN-P";"Accueil";"4.50";"5.50";"barquette";"1";
"ORSO Manuel";"Non";"213";"";"";"Tomates Mix";"LT-MV-KUN-NO-P";"Accueil";"6.10";"4.00";"Kg";"96";
"ORSO Manuel";"Non";"214";"";"";"Prunes Black Diamond non traitées au Kg";"FD-MN-KUN-NO-P";"Fruits frais";"3.00";"3.80";"Kg";"100";
"ORSO Manuel";"Non";"228";"";"";"Raisin blanc Idéal Français (barquette de 750 g)";"FR-MN-UUN-NN-P";"Accueil";"3.00";"3.75";"";"51";
"ORSO Manuel";"Non";"246";"";"";"Chou lisse non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO-P";"Choux et navets";"2.00";"2.50";"kg";"88";
"ORSO Manuel";"Non";"247";"";"";"Chou frisé non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MN-UUN-NO-P";"Accueil";"2.00";"2.50";"kg";"985";
