Fournisseur;Actif;id;CB;UPC;Produit;Réference;Categorie;Prix Achat;Prix Vente;Unité de Vente;Quantité à la vente;
"Echange Paysan 05 - C&E";"Non";"1344";"3456570000044";"";"Fromage frais en faisselle 100 g Echanges Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.53";"0.70";"";"0";
"Echange Paysan 05 - C&E";"Non";"1373";"3443860002116";"";"Yaourt Bi-couche Crème de Châtaignes 125G  à l'unité. Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.44";"0.60";"";"3";
"Echange Paysan 05 - C&E";"Non";"1375";"";"";"Fromage Raclette L'Estoilie 250 G environ Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"3.32";"4.45";"";"0";
"Echange Paysan 05 - C&E";"Non";"1461";"";"";"Yaourt Brebis Nature Fermier Bio 125 G. Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.98";"1.30";"";"0";
"Echange Paysan 05 - C&E";"Non";"1462";"3701259600269";"";"Faisselle Brebis  Fermiere Bio 100 G. Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.96";"1.30";"";"0";
"Echange Paysan 05 - C&E";"Non";"1480";"";"";"Fromage Marchou Frais de Brebis Bio 150 g Echange Paysan";"CR-RO-UUN-NN";"Fromages et Crèmerie";"2.51";"3.10";"";"0";
"Echange Paysan 05 - C&E";"Non";"1529";"";"";"Yaourt Nature fermier. Nouveau Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.30";"0.40";"";"0";
"Echange Paysan 05 - C&E";"Non";"1530";"";"";"Bleu pré emballé au lait cru Bio Echanges Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"3.08";"4.10";"";"1";
"Echange Paysan 05 - C&E";"Non";"1597";"3443860002024";"";"Yaourt Bi-couche Citrons 125G  à l'unité. Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.41";"0.55";"";"0";
"Echange Paysan 05 - C&E";"Non";"1598";"";"";"Yaourt Bi-couche Fraise 125G  à l'unité. Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"0.41";"0.55";"";"8";
"Echange Paysan 05 - C&E";"Non";"1710";"";"";"Petit mi-frais L'Alpin bio au lait cru de Brebis 120g . Echange Paysans";"CR-RO-UUN-NN";"Fromages et Crèmerie";"2.83";"3.75";"";"0";
"Echange Paysan 05 - F&L";"Oui";"1319";"";"";"Pommes Gala Démarche éco responsable";"FD-MN-KUN-NO-P";"Fruits frais";"1.42";"1.80";"kg";"1";
"Echange Paysan 05 - F&L";"Oui";"1762";"";"";"Oignons rouges frais (au 500G)   Echange Paysans- Sandrine Turrel";"LB-MO-KMN-NO";"Légumes frais";"1.27";"1.60";"kg";"0";
"Echange Paysan 05 - F&L";"Oui";"1823";"";"";"Pomme Opale Bio au Kg";"FP-MN-KUN-NO";"Fruits frais";"2.28";"2.85";"kg";"2";
"Echange Paysan 05 - F&L";"Non";"188";"";"";"Haricots verts fins  extra  Bio au 100g Echanges Paysans";"LG-MV-KDN-NO-P";"Légumes frais";"0.57";"0.75";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1318";"";"";"Prunes bleues Président  au 500 g   Démarche éco responsable. Échange paysans";"FD-MN-KMN-NO-P";"Fruits frais";"0.93";"1.25";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1320";"";"";"Poires William au KG Démarche éco responsable";"FD-MN-KUN-NO-P";"Fruits frais";"1.42";"1.90";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1321";"";"";"Poivrons Verts carré Bio par 500G   Echange Paysans";"LF-MN-KMN-NO-P";"Autres légumes";"1.70";"2.15";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1322";"";"";"Tomates Roma Bio au KG- Echange Paysans";"LT-MV-KUN-NO";"Tomates";"2.00";"2.50";"";"0";
"Echange Paysan 05 - F&L";"Non";"1324";"";"";"Blettes Bio par 500g Echange Paysans";"LS-MN-KDN-NO";"Légumes frais";"1.25";"1.60";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1422";"";"";"Poires Louise Bonne au Kg AR par Echange Paysans";"FP-MN-KUN-NO";"Pommes et poires";"1.42";"1.90";"kg";"1";
"Echange Paysan 05 - F&L";"Non";"1431";"";"";"Poires Xénia au Kg  Bio par Echange Paysans";"FP-MN-KUN-NO";"Pommes et poires";"2.29";"3.05";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1432";"";"";"champignons Pleurotes Gris Bio (au 100G)  par Echange Paysans";"LX-MN-KDO-NO";"Autres légumes";"1.09";"1.45";"100 g";"0";
"Echange Paysan 05 - F&L";"Non";"1507";"";"";"Pommes Golden Agric raisonnée sans résidus (Kg)";"FP-MO-KUN-NO";"Pommes et poires";"1.21";"1.50";"kg";"998";
"Echange Paysan 05 - F&L";"Non";"1508";"";"";"Pommes Fuji Agric raisonnée (au Kg)";"FP-MO-KUN-NO";"Pommes et poires";"1.21";"1.50";"Kg";"0";
"Echange Paysan 05 - F&L";"Non";"1509";"";"";"Pommes Pink Zéro résidus(au kg)";"FP-MO-KUN-NO";"Fruits frais";"1.21";"1.50";"KG";"0";
"Echange Paysan 05 - F&L";"Non";"1531";"";"";"Pommes Idared Agriculture sans résidus calibre 150 170 G (au kg)";"FP-MO-KUN-NO";"Fruits frais";"1.21";"1.50";"KG";"0";
"Echange Paysan 05 - F&L";"Non";"1688";"";"";"Cerises (au 500G)   Echange Paysans- EARL Gold Api";"FD-MN-KMN-NO-P";"Fruits frais";"2.27";"3.05";"kg";"7";
"Echange Paysan 05 - F&L";"Non";"1754";"";"";"Pêches blanches (au 500G)   Echange Paysans- EARL Jacob";"FD-MN-KMN-NO-P";"Fruits frais";"1.35";"1.80";"kg";"1";
"Echange Paysan 05 - F&L";"Non";"1764";"";"";"Prunes Jaunes  Golden Japan (au 500G)   Echange Paysans- EARL Gold'Api";"FD-MN-KMN-NO-P";"Fruits frais";"0.85";"1.15";"kg";"1";
"Echange Paysan 05 - F&L";"Non";"1792";"";"";"Pomme Lafayette Bio au kg nouvelle récolte 2020";"FD-MN-KUN-NO-P";"Pommes et poires";"2.28";"2.85";"kg";"1";
"Echange Paysan 05 - F&L";"Non";"1793";"";"";"Pêches Jaunes (au 500G)   Echange Paysans- EARL Jacob";"FD-MN-KMN-NO-P";"Fruits frais";"1.35";"1.80";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1803";"";"";"Haricots Coco récoltés à la main  Bio au 100g Echanges Paysans";"LX-MN-KDO-NO";"Légumes frais";"0.68";"0.85";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1807";"";"";"Poires Guyot au Kg AR par Echange Paysans";"FP-MN-KUN-NO";"Pommes et poires";"1.42";"1.90";"kg";"0";
"Echange Paysan 05 - F&L";"Non";"1809";"";"";"Pomme Crimson Crisp Bio au Kg";"FP-MN-KUN-NO";"Fruits frais";"2.28";"2.85";"kg";"-1";
"Echange Paysan 05 - F&L";"Non";"1822";"";"";"Poires Conférence  au Kg  AR par Echange Paysans";"FP-MN-KUN-NO";"Fruits frais";"1.42";"1.90";"kg";"1";
"ECOGERME SA";"Non";"126";"3683080002545";"";"Graines germées MELANGE DETOX";"SS-RV-UUN-NN-S-G";"Graines germées";"2.11";"2.65";"";"100";
"ECOGERME SA";"Non";"127";"3683080002545";"";"Graines germées de TREFLE POURPRE.";"SS-RV-UUN-NN-S-G";"Graines germées";"2.11";"2.65";"";"100";
"ECOGERME SA";"Non";"128";"3683080002545";"";"Graines germées MELANGE VITALITE.";"SS-RV-UUN-NN-S-G";"Graines germées";"2.11";"2.65";"";"100";
"ECOGERME SA";"Non";"517";"3683080002545";"";"Graines germées ALFALFA";"SS-RV-UUN-NN-S-G";"Graines germées";"2.11";"2.65";"";"99";
"Epice Scop";"Oui";"1083";"3760147070041";"";"Chocolat au lait El Inti BIO 100g";"DC-RO-UUN-NN-P";"Accueil";"2.30";"2.90";"";"11";
"Epice Scop";"Oui";"1084";"3760147070058";"";"Chocolat au lait et aux amandes El Inti BIO 100g";"DC-RO-UUN-NN-P";"Accueil";"2.47";"3.10";"";"19";
"Epice Scop";"Oui";"1085";"3760147070430";"";"Chocolat lait noisettes El Inti BIO  100g";"DC-RO-UUN-NN-P";"Accueil";"2.47";"3.10";"";"14";
"Epice Scop";"Oui";"1086";"7753228001689";"";"Cacao CRU poudre Criollo 250g";"DC-RO-UUN-NN-P";"Chocolat";"3.88";"4.85";"";"16";
"Epice Scop";"Oui";"1088";"3760083930003";"";"Cidre brut ferme des landes 75cl";"DJ-RO-UUN-NN-P";"Accueil";"3.33";"4.15";"";"5";
"Epice Scop";"Oui";"1089";"";"";"Graines de tournesol décortiquées Europe sac 5kgs";"DF-RO-UUN-NN-P";"Graines";"14.55";"18.20";"";"0";
"Epice Scop";"Oui";"1090";"3267460030658";"";"Vermicelles blanches BIO 500g";"SP-RO-UUN-NN-P";"Accueil";"1.24";"1.55";"";"6";
"Epice Scop";"Oui";"1091";"3267460030214";"";"Torsades au lentilles vertes 250g*";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.63";"3.30";"";"25";
"Epice Scop";"Oui";"1092";"3267460030191";"";"Torsades aux lentilles corail 250g*";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.63";"3.30";"";"13";
"Epice Scop";"Oui";"1096";"8032738592122";"";"Vinaigre balsamique Guerzoni BIANCO 500ml*";"SH-RO-UUN-NN-P";"Accueil";"6.16";"7.70";"";"4";
"Epice Scop";"Oui";"1097";"3464932005101";"";"Moutarde aux 5 plantes BIO 200g";"SH-RO-UUN-NN-P";"Accueil";"2.57";"3.20";"";"6";
"Epice Scop";"Oui";"1098";"3464932008102";"";"Moutarde miel et épices BIO 200g";"SH-RO-UUN-NN-P";"Accueil";"2.32";"2.90";"";"6";
"Epice Scop";"Oui";"1099";"";"";"Farine de chataigne BIO 500g";"DG-RO-UUN-NN-P";"Accueil";"6.01";"7.70";"";"5";
"Epice Scop";"Oui";"1100";"3760060330239";"";"Farine de pois chiches BIO 800g";"DG-RO-UUN-NN-P";"Epicerie salée";"2.86";"3.60";"";"2";
"Epice Scop";"Oui";"1101";"3760060330130";"";"Farine de riz  saint joseph BIO 1kg";"DG-RO-UUN-NN-P";"Accueil";"2.84";"3.55";"";"3";
"Epice Scop";"Oui";"1140";"3000001235101";"";"Trio de Riz de camargue VRAC- servi par unités de 330g";"VS-RN-UUN-NN-N";"Accueil";"1.24";"1.65";"";"10";
"Epice Scop";"Oui";"1141";"3000001235064";"";"Couscous semi'complet  VRAC- servi par unités de 350g";"VS-RN-UUN-NN-N";"Accueil";"0.77";"0.90";"";"35";
"Epice Scop";"Oui";"1142";"3000001235071";"";"Coquillettes  blanches  VRAC- servies par unités de 310g";"VS-RN-UUN-NN-N";"Accueil";"0.64";"0.93";"";"83";
"Epice Scop";"Oui";"1145";"3000001235095";"";"Lentilles vertes  VRAC- servi par unités de 370g";"VS-RN-UUN-NN-N";"Accueil";"1.12";"1.90";"";"38";
"Epice Scop";"Oui";"1175";"3760258900060";"";"Café moulu Honduras Marcala coopérative Comsa  250g";"DT-RO-UUN-NN-P";"Accueil";"3.06";"3.85";"";"5";
"Epice Scop";"Oui";"1176";"3760258900121";"";"Café grain Colombie Excelso coopérative Asopep  1kg";"DT-RO-UUN-NN-P";"Accueil";"12.23";"15.30";"";"1";
"Epice Scop";"Oui";"1178";"";"";"Noisettes VRAC- servi par unités de 230g";"VD-RN-UUN-NN-N";"Accueil";"3.15";"3.95";"";"11";
"Epice Scop";"Oui";"1179";"";"";"Amandes VRAC- Tuono cal 36-38 servi par unités de 260g";"VD-RN-UUN-NN-N";"Accueil";"3.41";"4.25";"";"33";
"Epice Scop";"Oui";"1180";"3267460030306";"";"Torsades de pois chiche  250g*";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.63";"3.30";"";"10";
"Epice Scop";"Oui";"1253";"";"";"Torsades semi completes  VRAC  150G";"VS-RN-UUN-NN-N";"Pâtes, Riz, Autres céréales";"0.00";"0.43";"";"41";
"Epice Scop";"Oui";"1382";"3421557111044";"";"Corn flakes nature - 500g Grillon d'or";"DP-RO-UUN-NN-P";"Céréales et galettes";"2.78";"3.50";"";"2";
"Epice Scop";"Oui";"1384";"3760108730069";"";"La Chikolodenn Rillettes de Sardines aux condiments - 90g";"SH-RO-UUN-NN-P";"Accueil";"2.60";"3.25";"";"4";
"Epice Scop";"Oui";"1385";"3760108730045";"";"La Chikolodenn Rillettes de Cabillaud au gingembre confit   90g";"SH-RO-UUN-NN-P";"Accueil";"2.60";"3.25";"";"12";
"Epice Scop";"Oui";"1399";"3328400862347";"";"Pruneaux d'Agen dénoyautés gros cal - 250g";"DF-RO-UUN-NN-P";"Accueil";"2.24";"2.80";"";"3";
"Epice Scop";"Oui";"1400";"3760059611028";"";"Vin AOC Ventoux rouge L'Homme de Cœur - bouteille 75 cl";"SA-RO-UUN-NN-P";"Accueil";"5.73";"7.20";"";"6";
"Epice Scop";"Oui";"1401";"3760039080028";"";"Vin blanc Origine IGP Gard - bouteille 75 cl";"SA-RO-UUN-NN-P";"Accueil";"4.74";"5.85";"";"6";
"Epice Scop";"Oui";"1402";"3760071500393";"";"Polenta instantanée - 500g carret munos";"SR-RO-UUN-NN-P";"Accueil";"1.26";"1.60";"";"12";
"Epice Scop";"Oui";"1403";"3760248980256";"";"Purée de pois chiche au cumin pour l’apéritif - 180g a cote";"SF-RN-UUN-ON";"Epicerie salée";"2.44";"3.05";"";"3";
"Epice Scop";"Oui";"1449";"3770011552542";"";"Vin rosé Syrah Quiétude - bouteille 75 cl";"SA-RO-UUN-NN-P";"Accueil";"4.74";"5.90";"";"2";
"Epice Scop";"Oui";"1450";"3546581250177";"";"Chips nature paille  Family chips - 125g";"SR-RO-UUN-NN-P";"Epicerie salée";"1.79";"2.25";"";"0";
"Epice Scop";"Oui";"1453";"8032738592214";"";"Crème de balsamique - Guerzoni 250ml";"SH-RO-UUN-NN-P";"Accueil";"5.09";"6.35";"";"3";
"Epice Scop";"Oui";"1488";"3760258900275";"";"Figues séchées variété Smyrna - 250g";"DF-RO-UUN-NN-P";"Epicerie sucrée";"2.37";"2.95";"";"2";
"Epice Scop";"Oui";"1489";"3760013115302";"";"Verveine bio de la Drôme  35g Tisane Le Dauphin";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.63";"3.30";"";"7";
"Epice Scop";"Oui";"1490";"3760013115517";"";"Zénitude 70g Tisane Le Dauphin";"DT-RO-UUN-NN-P";"Accueil";"4.11";"5.15";"";"6";
"Epice Scop";"Oui";"1491";"3760013115524";"";"Détox Pure -70g Tisane La Dauphin";"DT-RO-UUN-NN-P";"Accueil";"4.11";"5.15";"";"5";
"Epice Scop";"Oui";"1492";"3770014430113";"";"Gressins à l'huile d'olive - 200g Malvi";"SS-RO-UUN-NN-P";"Accueil";"1.96";"2.45";"";"9";
"Epice Scop";"Oui";"1493";"3770014430120";"";"Gressins au sésame - 200g Malvi";"SS-RO-UUN-NN-P";"Accueil";"1.96";"2.45";"";"10";
"Epice Scop";"Oui";"1550";"";"";"Lentilles corail VRAC- servi par unités de 350g";"VS-RN-UUN-NN-N";"Accueil";"1.28";"1.60";"";"40";
"Epice Scop";"Oui";"1600";"3760060330031";"";"Farine de blé T110  1kg  Moulin Saint Joseph";"DG-RO-UUN-NN-P";"Epicerie salée";"1.62";"2.05";"";"2";
"Epice Scop";"Oui";"1601";"3760060330123";"";"Farine de blé 5 céréales   1kg  Moulin Saint Joseph";"DG-RO-UUN-NN-P";"Accueil";"2.32";"2.90";"";"5";
"Epice Scop";"Oui";"1608";"3760108730311";"";"La Chikolodenn Rillettes de langoustines - verrine 90g";"SH-RO-UUN-NN-P";"Accueil";"4.04";"5.05";"";"2";
"Epice Scop";"Oui";"1625";"3760011131014";"";"Route des Comptoir Thé vert Chun Mee – 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"3.79";"4.75";"";"7";
"Epice Scop";"Oui";"1626";"3760011131021";"";"Route des Comptoir Thé vert Gunpowder – 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"3.69";"4.60";"";"2";
"Epice Scop";"Oui";"1627";"3760011132011";"";"Route des Comptoir Thé noir Breakfast – 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"3.28";"4.10";"";"4";
"Epice Scop";"Oui";"1628";"3760011132059";"";"Route des Comptoir Thé noir Darjeeling Ambootia – 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"4.20";"5.30";"";"1";
"Epice Scop";"Oui";"1678";"3760258900220";"376025890022";"Café grain Ethiopie Sidamo   1kg";"DT-RO-UUN-NN-P";"Accueil";"14.70";"18.45";"";"3";
"Epice Scop";"Oui";"1683";"";"";"Riz  long semi-complet  de Camargue  VRAC vendu par unité de 350gr";"VS-RN-UUN-NN-N";"Epicerie salée";"1.25";"1.55";"kg";"14";
"Epice Scop";"Oui";"1685";"";"";"Pistaches coques grillées et salées  servi par unités de 210g";"VD-RN-UUN-NN-N";"Accueil";"4.70";"5.88";"";"28";
"Epice Scop";"Oui";"1686";"";"";"Noix de cajou au naturel W320 servi par unités de 240g VRAC";"VD-RN-UUN-NN-N";"Epicerie sucrée";"3.10";"3.90";"";"16";
"Epice Scop";"Oui";"1714";"3760011131779";"";"Route des Comptoir Thé vert Un des sens Gingembre citron badiane - 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"4.06";"5.05";"";"3";
"Epice Scop";"Oui";"1715";"3760011131250";"";"Route des Comptoir  ÉVASION Thé vert bio menthe, mangue, citron - 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"4.06";"5.05";"";"3";
"Epice Scop";"Oui";"1716";"3760011132264";"";"Route des Comptoir  Thé noir Earl Grey bergamote  - 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"3.69";"4.60";"";"4";
"Epice Scop";"Oui";"1717";"3760011132271";"";"Route des Comptoir  Thé noir Goût Russe 4 agrumes  - 100g";"DT-RN-UUN-NN-N";"Thés et Infusions";"3.43";"4.30";"";"5";
"Epice Scop";"Oui";"1718";"3760013115500";"";"Digest plus 70g  Tisane Le Dauphin";"DT-RO-UUN-NN-P";"Accueil";"4.11";"5.15";"";"7";
"Epice Scop";"Oui";"1719";"";"";"Pois chiche bio   VRAC- servi par unités de 400g";"VS-RN-UUN-NN-N";"Accueil";"1.25";"1.55";"";"46";
"Epice Scop";"Oui";"1720";"";"";"Penne semi complètes   VRAC- servi par unités de 140g";"VS-RN-UUN-NN-N";"Accueil";"0.00";"0.40";"";"12";
"Epice Scop";"Oui";"1721";"3760156640334";"";"Gaspacho Bio 1l Délices du Maraîcher  bouteille en verre 1l";"SC-RO-UUN-NN-P";"Accueil";"3.53";"4.40";"";"10";
"Epice Scop";"Oui";"1778";"5201203030060";"";"Huile d'olive BIO bidon métal  de 5L";"SH-RO-UUN-NN-P";"Accueil";"32.72";"40.10";"litre";"2";
"Epice Scop";"Oui";"1779";"3770014430113";"";"Gressins aux olives - 200g Malvi";"SS-RO-UUN-NN-P";"Accueil";"2.45";"3.10";"";"6";
"Epice Scop";"Oui";"1825";"3176800001848";"";"Agar-agar bio - 5 sachets de 4g";"DS-RO-UUN-NN";"Aide culinaire sucré";"2.11";"2.65";"";"15";
"Epice Scop";"Oui";"1826";"";"";"Flocons de quinoa bio - 350 g SALDAC";"DP-RO-UUN-NN-P";"Accueil";"4.06";"5.10";"";"7";
"Epice Scop";"Oui";"1831";"3421557701344";"";"petits Flocons avoine 500 g Grillon d'or";"DP-RO-UUN-NN-P";"Accueil";"1.49";"1.85";"";"5";
"Epice Scop";"Oui";"1832";"";"";"Arachides coques grillées vendues en VRAC au Kg";"VS-RN-UUN-NN-N";"Graines";"5.85";"8.20";"";"3";
"Epice Scop";"Non";"1087";"5201203070189";"";"Raisins de Corinthe AOP BIO 200g";"DF-RO-UUN-NN-P";"Accueil";"1.79";"2.25";"";"10";
"Epice Scop";"Non";"1094";"5201892042238";"";"Olives noires AOC  Bio  Bocal 240g";"SS-RO-UUN-NN-P";"Accueil";"2.02";"2.55";"";"0";
"Epice Scop";"Non";"1143";"3000001235088";"";"Noisettes Grillées  VRAC- servi par unités de 255g";"VD-RN-UUN-NN-N";"Accueil";"3.47";"4.33";"";"18";
"Epice Scop";"Non";"1144";"3000001235057";"";"Haricots blancs  VRAC- servi par unités de 260g";"VS-RN-UUN-NN-N";"Accueil";"0.00";"0.50";"";"4";
"Epice Scop";"Non";"1181";"3847800000093";"";"Olives noires entières variété cailletier Champsoleil- 130g";"SS-RO-UUN-NN-P";"Accueil";"2.65";"3.35";"";"0";
"Epice Scop";"Non";"1251";"";"";"Riz blanc Basmati bio VRAC vendu par unité de 410 gr";"VS-RN-UUN-NN-N";"Accueil";"1.67";"2.10";"kg";"20";
"Epice Scop";"Non";"1252";"";"";"Couscous bio VRAC";"VS-RN-UUN-NN-N";"Accueil";"0.00";"0.00";"";"14";
"Epice Scop";"Non";"1383";"";"";"Crème de Févettes à l'artichaut Bio - Champsoleil 100g";"SH-RO-UUN-NN-P";"Accueil";"2.76";"3.45";"";"12";
"Epice Scop";"Non";"1398";"3338040304008";"";"Tarte des Alpes à la myrtille - 300g";"DG-RO-UUN-NN-P";"Accueil";"4.14";"5.20";"";"0";
"Epice Scop";"Non";"1448";"333804030402";"";"Tarte des Alpes à la Framboise - 300g";"DG-RO-UUN-NN-P";"Accueil";"4.14";"5.20";"";"1";
"Epice Scop";"Non";"1451";"3760108730236";"";"La Chikolodenn Rillettes de Saint Jacques à l'huile d'olive - verrine 90g";"SH-RO-UUN-NN-P";"Accueil";"4.04";"5.05";"";"0";
"Epice Scop";"Non";"1589";"";"";"Houmous 180g";"SR-RO-UUN-NN-P";"Epicerie salée";"2.44";"3.05";"";"0";
"Epice Scop";"Non";"1599";"3760060330024";"";"Farine de blé T80 1kg Moulin Saint Joseph";"DG-RO-UUN-NN-P";"Accueil";"1.62";"2.05";"";"0";
"Epice Scop";"Non";"1652";"";"";"Figues séchées Calabacita d'Espagne- 5kgs";"DF-RO-UUN-NN-P";"Epicerie sucrée";"30.59";"38.25";"";"0";
"Epice Scop";"Non";"1682";"";"";"Riz rond blanc  de Camargue  VRAC vendu par unité de 410 gr";"VS-RN-UUN-NN-N";"Accueil";"1.70";"2.10";"kg";"35";
"Epice Scop";"Non";"1780";"";"";"Arachides coques grillées - 2,5 kgs";"DF-RO-UUN-NN-P";"Graines";"15.43";"19.30";"";"2";
"Famille MAURENT";"Oui";"242";"";"";"Confiture d'Abricot BIO (pot de 340 g)";"DD-RO-UUN-NN-P";"Confitures";"2.80";"3.50";"";"7";
"Famille MAURENT";"Oui";"562";"";"";"Compote d'Abricot BIO (pot de 300 g)";"DD-RO-UUN-NN-P";"Compotes et Purées";"2.80";"3.50";"";"0";
"Famille MAURENT";"Oui";"1239";"";"";"Confiture de Cerise Blanche BIO (pot de 320 g)";"DD-RO-UUN-NN-P";"Confitures";"2.80";"3.50";"";"6";
"Famille MAURENT";"Non";"494";"";"";"Abricots Frais BIO (au kg) ARRIVAGE VENDREDI 12 Juillet";"FP-MO-KUN-NO-P";"Pêches, Nectarines et Abricots";"3.00";"3.75";"kg";"0";
"Famille MAURENT";"Non";"1707";"";"";"Cerises blanches BIO (au 500g)";"FP-MO-KMN-NO-P";"Fruits frais";"5.00";"2.90";"kg";"0";
"Floressance";"Oui";"344";"3517360016222";"";"Shampooing infusion cédrat et camomille 250ml";"BX-RO-UUN-NN-P";"Accueil";"3.54";"4.25";"";"10";
"Floressance";"Oui";"397";"3478820095006";"";"Savon argan nourrissant, huiles d'olive et argan 100g";"BX-RO-UUN-NN-P";"Accueil";"1.39";"1.75";"";"0";
"Floressance";"Oui";"602";"3517360016239";"";"Shampooing Infusion Ortie Romarin  250ml";"BX-RO-UUN-NN-P";"Accueil";"2.99";"3.75";"";"3";
"Floressance";"Oui";"677";"3517360016161";"";"Shampooing Huile Ricin et Jojoba - 250ml";"BX-RO-UUN-NN-P";"Accueil";"2.99";"3.75";"";"0";
"Floressance";"Oui";"684";"3517360013566";"";"Shampooing Infusion Cassis et Aubépine   250ml";"BX-RO-UUN-NN-P";"Accueil";"3.54";"4.40";"";"4";
"Floressance";"Oui";"857";"3517360011302";"";"Shampooing huile argan&olive cheveux secs à très secs  500ml";"BX-RO-UUN-NN-P";"Soins";"4.66";"5.90";"";"5";
"Floressance";"Oui";"1062";"3517360012538";"";"Shampooing Huile Ricin et Jojoba - 500ml";"BX-RO-UUN-NN-P";"Accueil";"4.66";"5.90";"";"8";
"Floressance";"Oui";"1063";"3517360012521";"";"Shampooing Infusion Avoine et Lin - tout type de cheveux-  500ml";"BX-RO-UUN-NN-P";"Accueil";"4.66";"5.80";"";"2";
"Floressance";"Non";"345";"";"";"Shampooing Infusion Ortie Romarin  500ml";"BX-RO-UUN-NN-P";"Accueil";"4.65";"5.90";"";"8";
"Floressance";"Non";"398";"";"";"Savon noir purifiant ";"BX-RO-UUN-NN-P";"Accueil";"2.76";"3.50";"";"0";
"Floressance";"Non";"678";"3517360016130";"";"Shampooing infusion avoine et lin  - 250ml";"BX-RO-UUN-NN-P";"Accueil";"3.00";"3.75";"";"0";
"Frederique MAURE";"Oui";"528";"3770000522402";"";"Miel pin de montagne 500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.40";"9.00";"kg";"8";
"Frederique MAURE";"Oui";"529";"3770000522174";"";"Miel de Provence  500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.00";"7.90";"kg";"0";
"Frederique MAURE";"Oui";"531";"3770000522204";"";"Miel de montagne 500g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.00";"7.90";"kg";"5";
"Frederique MAURE";"Oui";"533";"3770000522433";"";"Miel de fleurs 500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.00";"7.90";"kg";"3";
"Frederique MAURE";"Oui";"535";"3770000522235";"";"Miel de châtaigner 500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"5.50";"7.90";"kg";"4";
"Frederique MAURE";"Oui";"648";"3770000522112";"";"Miel de LAVANDE  500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.40";"9.00";"kg";"0";
"Frederique MAURE";"Oui";"685";"3770000522266";"";"Miel de Bruyère  500 g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"6.10";"8.05";"kg";"2";
"Frederique MAURE";"Oui";"699";"3770000522396";"";"Miel de Haute Montagne 500g";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"8.00";"8.00";"";"4";
"Frederique MAURE";"Oui";"784";"3770000522105";"";"Miel de Lavande 1 Kg";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"12.00";"16.00";"";"0";
"Frederique MAURE";"Oui";"785";"3770000522440";"";"Miel de Fleurs 1 Kg";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"11.00";"14.50";"";"5";
"Frederique MAURE";"Oui";"1040";"3770000522167";"";"Miel de Provence 1 Kg";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"0.00";"14.00";"";"0";
"Frederique MAURE";"Oui";"1138";"3770000522419";"";"Miel de pin de montagne 1 kg";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"12.00";"16.00";"kg";"0";
"Frederique MAURE";"Oui";"1139";"3770000522228";"";"Miel de châtaignier 1 kg";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"11.00";"14.50";"kg";"3";
